时间,预测值,下限,上限
2026-03-30 11:00:00,35.582662845035074,30.582662845035074,40.582662845035074
2026-03-30 12:00:00,27.67380261211079,22.67380261211079,32.67380261211079
2026-03-30 13:00:00,26.43402318511114,21.43402318511114,31.43402318511114
2026-03-30 14:00:00,26.444562550161145,21.444562550161145,31.444562550161145
2026-03-30 15:00:00,33.96357566101497,28.96357566101497,38.96357566101497
2026-03-30 16:00:00,42.317514706899345,37.317514706899345,47.317514706899345
2026-03-30 17:00:00,46.71756647027228,41.71756647027228,51.71756647027228
2026-03-30 18:00:00,52.8488775179108,47.8488775179108,57.8488775179108
2026-03-30 19:00:00,58.24443767057132,53.24443767057132,63.24443767057132
2026-03-30 20:00:00,59.005995285824746,54.005995285824746,64.00599528582475
2026-03-30 21:00:00,57.43000089513572,52.43000089513572,62.43000089513572
2026-03-30 22:00:00,56.194365081234515,51.194365081234515,61.194365081234515
2026-03-30 23:00:00,55.94901996932777,50.94901996932777,60.94901996932777
2026-03-31 00:00:00,56.47453424040886,51.47453424040886,61.47453424040886
2026-03-31 01:00:00,59.395866293829606,54.395866293829606,64.39586629382961
2026-03-31 02:00:00,62.57947713424659,57.57947713424659,67.57947713424659
2026-03-31 03:00:00,65.35817609893712,60.35817609893712,70.35817609893712
2026-03-31 04:00:00,67.11134444191298,62.111344441912976,72.11134444191298
2026-03-31 05:00:00,67.80281435852555,62.80281435852555,72.80281435852555
2026-03-31 06:00:00,68.89625631951517,63.896256319515174,73.89625631951517
2026-03-31 07:00:00,65.43205718234455,60.43205718234455,70.43205718234455
2026-03-31 08:00:00,56.5358626329883,51.5358626329883,61.5358626329883
2026-03-31 09:00:00,49.02815677068482,44.02815677068482,54.02815677068482
2026-03-31 10:00:00,41.832121504794806,36.832121504794806,46.832121504794806
2026-03-31 11:00:00,35.25381109302995,30.253811093029952,40.25381109302995
2026-03-31 12:00:00,31.126680268005078,26.126680268005078,36.126680268005074
2026-03-31 13:00:00,30.17797051793451,25.17797051793451,35.17797051793451
2026-03-31 14:00:00,33.323357309673625,28.323357309673625,38.323357309673625
2026-03-31 15:00:00,37.60039465081529,32.60039465081529,42.60039465081529
2026-03-31 16:00:00,41.612273072605305,36.612273072605305,46.612273072605305
2026-03-31 17:00:00,46.62858357181113,41.62858357181113,51.62858357181113
2026-03-31 18:00:00,51.369225852925325,46.369225852925325,56.369225852925325
2026-03-31 19:00:00,53.98661799185524,48.98661799185524,58.98661799185524
2026-03-31 20:00:00,54.82493715148109,49.82493715148109,59.82493715148109
2026-03-31 21:00:00,55.05945615382464,50.05945615382464,60.05945615382464
2026-03-31 22:00:00,54.512329018487605,49.512329018487605,59.512329018487605
2026-03-31 23:00:00,54.50727130795218,49.50727130795218,59.50727130795218
2026-04-01 00:00:00,56.423692915298375,51.423692915298375,61.423692915298375
2026-04-01 01:00:00,59.06196176042263,54.06196176042263,64.06196176042263
2026-04-01 02:00:00,61.47045045528605,56.47045045528605,66.47045045528606
2026-04-01 03:00:00,63.150378532954,58.150378532954,68.150378532954
2026-04-01 04:00:00,64.41284829397023,59.41284829397023,69.41284829397023
2026-04-01 05:00:00,65.25586952123477,60.25586952123477,70.25586952123477
2026-04-01 06:00:00,63.13206956529708,58.13206956529708,68.13206956529709
2026-04-01 07:00:00,58.35803831772951,53.35803831772951,63.35803831772951
2026-04-01 08:00:00,53.072347196473274,48.072347196473274,58.072347196473274
2026-04-01 09:00:00,47.266952635689364,42.266952635689364,52.266952635689364
2026-04-01 10:00:00,41.37246163810943,36.37246163810943,46.37246163810943
2026-04-01 11:00:00,36.698840390414205,31.698840390414205,41.698840390414205
2026-04-01 12:00:00,34.507271629079284,29.507271629079284,39.507271629079284
2026-04-01 13:00:00,34.97018284764361,29.970182847643613,39.97018284764361
2026-04-01 14:00:00,36.91024693187015,31.910246931870148,41.91024693187015
2026-04-01 15:00:00,39.73267375146482,34.73267375146482,44.73267375146482
