时间,预测值,下限,上限
2026-03-30 11:00:00,24.687270392910374,22.687270392910374,26.687270392910374
2026-03-30 12:00:00,26.329298234618967,24.329298234618967,28.329298234618967
2026-03-30 13:00:00,26.629717996736396,24.629717996736396,28.629717996736396
2026-03-30 14:00:00,25.846675319636823,23.846675319636823,27.846675319636823
2026-03-30 15:00:00,24.42089998371624,22.42089998371624,26.42089998371624
2026-03-30 16:00:00,22.420757156509996,20.420757156509996,24.420757156509996
2026-03-30 17:00:00,20.910765316391025,18.910765316391025,22.910765316391025
2026-03-30 18:00:00,19.20229782460773,17.20229782460773,21.20229782460773
2026-03-30 19:00:00,17.63289046282477,15.632890462824768,19.63289046282477
2026-03-30 20:00:00,16.9250184525271,14.925018452527102,18.9250184525271
2026-03-30 21:00:00,16.855473983724696,14.855473983724696,18.855473983724696
2026-03-30 22:00:00,17.061233400627945,15.061233400627945,19.061233400627945
2026-03-30 23:00:00,16.98575194447609,14.985751944476089,18.98575194447609
2026-03-31 00:00:00,16.545946847791924,14.545946847791924,18.545946847791924
2026-03-31 01:00:00,15.873367480999207,13.873367480999207,17.873367480999207
2026-03-31 02:00:00,14.934153325453774,12.934153325453774,16.934153325453774
2026-03-31 03:00:00,13.77177726122623,11.77177726122623,15.77177726122623
2026-03-31 04:00:00,12.938725690756499,10.938725690756499,14.938725690756499
2026-03-31 05:00:00,12.758537970677379,10.758537970677379,14.758537970677379
2026-03-31 06:00:00,13.04515164888616,11.04515164888616,15.04515164888616
2026-03-31 07:00:00,14.54964894562919,12.54964894562919,16.54964894562919
2026-03-31 08:00:00,17.591373202652456,15.591373202652456,19.591373202652456
2026-03-31 09:00:00,20.580045204858536,18.580045204858536,22.580045204858536
2026-03-31 10:00:00,23.16025456948421,21.16025456948421,25.16025456948421
2026-03-31 11:00:00,25.18667246644678,23.18667246644678,27.18667246644678
2026-03-31 12:00:00,26.359013888729322,24.359013888729322,28.359013888729322
2026-03-31 13:00:00,26.60135905136424,24.60135905136424,28.60135905136424
2026-03-31 14:00:00,26.002443566050097,24.002443566050097,28.002443566050097
2026-03-31 15:00:00,24.72653608097797,22.72653608097797,26.72653608097797
2026-03-31 16:00:00,23.18842999892162,21.18842999892162,25.18842999892162
2026-03-31 17:00:00,21.46578191422054,19.46578191422054,23.46578191422054
2026-03-31 18:00:00,19.86513192782537,17.86513192782537,21.86513192782537
2026-03-31 19:00:00,18.81371071415092,16.81371071415092,20.81371071415092
2026-03-31 20:00:00,18.37030306375246,16.37030306375246,20.37030306375246
2026-03-31 21:00:00,18.38221303221827,16.38221303221827,20.38221303221827
2026-03-31 22:00:00,18.34512921903964,16.34512921903964,20.34512921903964
2026-03-31 23:00:00,17.987698551655118,15.987698551655118,19.987698551655118
2026-04-01 00:00:00,17.33017248838328,15.33017248838328,19.33017248838328
2026-04-01 01:00:00,16.367025619046277,14.367025619046277,18.367025619046277
2026-04-01 02:00:00,15.194813598296156,13.194813598296156,17.194813598296157
2026-04-01 03:00:00,14.174558055919793,12.174558055919793,16.174558055919793
2026-04-01 04:00:00,13.608760037334807,11.608760037334807,15.608760037334807
2026-04-01 05:00:00,13.563267278395525,11.563267278395525,15.563267278395525
2026-04-01 06:00:00,14.307745817887053,12.307745817887053,16.307745817887053
2026-04-01 07:00:00,16.088178647261373,14.088178647261373,18.088178647261373
2026-04-01 08:00:00,18.468973962256367,16.468973962256367,20.468973962256367
2026-04-01 09:00:00,20.997247487312514,18.997247487312514,22.997247487312514
2026-04-01 10:00:00,23.3013930503388,21.3013930503388,25.3013930503388
2026-04-01 11:00:00,25.045923767753035,23.045923767753035,27.045923767753035
2026-04-01 12:00:00,26.01276087957579,24.01276087957579,28.01276087957579
2026-04-01 13:00:00,26.142072013532832,24.142072013532832,28.142072013532832
2026-04-01 14:00:00,25.527521728398916,23.527521728398916,27.527521728398916
2026-04-01 15:00:00,24.40241758628038,22.40241758628038,26.40241758628038
2026-04-01 16:00:00,22.9783622741444,20.9783622741444,24.9783622741444
2026-04-01 17:00:00,21.530121808,19.530121808,23.530121808
2026-04-01 18:00:00,20.363224714326922,18.363224714326922,22.363224714326922
2026-04-01 19:00:00,19.633161091498394,17.633161091498394,21.633161091498394
2026-04-01 20:00:00,19.331059960760868,17.331059960760868,21.331059960760868
2026-04-01 21:00:00,19.17932853264942,17.17932853264942,21.17932853264942
2026-04-01 22:00:00,18.894175660032985,16.894175660032985,20.894175660032985
2026-04-01 23:00:00,18.356891082664546,16.356891082664546,20.356891082664546
2026-04-02 00:00:00,17.522718819030477,15.522718819030477,19.522718819030477
2026-04-02 01:00:00,16.445454714171973,14.445454714171973,18.445454714171973
2026-04-02 02:00:00,15.341945471821182,13.341945471821182,17.341945471821184
2026-04-02 03:00:00,14.475885272149497,12.475885272149497,16.475885272149497
2026-04-02 04:00:00,14.027557541570488,12.027557541570488,16.027557541570488
2026-04-02 05:00:00,14.188675227967494,12.188675227967494,16.188675227967494
2026-04-02 06:00:00,15.14531556166322,13.14531556166322,17.145315561663217
2026-04-02 07:00:00,16.825578714551945,14.825578714551945,18.825578714551945
2026-04-02 08:00:00,18.96583036647822,16.96583036647822,20.96583036647822
2026-04-02 09:00:00,21.219411908452958,19.219411908452958,23.219411908452958
2026-04-02 10:00:00,23.226586012386328,21.226586012386328,25.226586012386328
2026-04-02 11:00:00,24.689475301611605,22.689475301611605,26.689475301611605
2026-04-02 12:00:00,25.439492547366296,23.439492547366296,27.439492547366296
2026-04-02 13:00:00,25.4633719829748,23.4633719829748,27.4633719829748
2026-04-02 14:00:00,24.882180073781797,22.882180073781797,26.882180073781797
2026-04-02 15:00:00,23.884226094201274,21.884226094201274,25.884226094201274
2026-04-02 16:00:00,22.705673432213306,20.705673432213306,24.705673432213306
2026-04-02 17:00:00,21.59589894993237,19.59589894993237,23.59589894993237
2026-04-02 18:00:00,20.737814224210428,18.737814224210428,22.737814224210428
2026-04-02 19:00:00,20.206562336753436,18.206562336753436,22.206562336753436
2026-04-02 20:00:00,19.897384101769106,17.897384101769106,21.897384101769106
2026-04-02 21:00:00,19.60949250522346,17.60949250522346,21.60949250522346
2026-04-02 22:00:00,19.177007707517703,17.177007707517703,21.177007707517703
2026-04-02 23:00:00,18.498275273011046,16.498275273011046,20.498275273011046
2026-04-03 00:00:00,17.562080137461674,15.562080137461674,19.562080137461674
2026-04-03 01:00:00,16.48125597195821,14.481255971958209,18.48125597195821
2026-04-03 02:00:00,15.456248726839895,13.456248726839895,17.456248726839895
2026-04-03 03:00:00,14.69383218420157,12.69383218420157,16.69383218420157
2026-04-03 04:00:00,14.391159190589015,12.391159190589015,16.391159190589015
2026-04-03 05:00:00,14.724117985463897,12.724117985463897,16.7241179854639
2026-04-03 06:00:00,15.748195614232479,13.748195614232479,17.74819561423248
2026-04-03 07:00:00,17.357346410888,15.357346410887999,19.357346410888
2026-04-03 08:00:00,19.313506678195978,17.313506678195978,21.313506678195978
2026-04-03 09:00:00,21.305468308552058,19.305468308552058,23.305468308552058
2026-04-03 10:00:00,23.02138378762756,21.02138378762756,25.02138378762756
2026-04-03 11:00:00,24.22466468200748,22.22466468200748,26.22466468200748
2026-04-03 12:00:00,24.802866156302887,22.802866156302887,26.802866156302887
2026-04-03 13:00:00,24.773002879468745,22.773002879468745,26.773002879468745
