时间,预测值,下限,上限
2026-03-30 11:00:00,34.58792969895708,29.587929698957083,39.58792969895708
2026-03-30 12:00:00,29.18857028979908,24.18857028979908,34.18857028979908
2026-03-30 13:00:00,28.482608876068344,23.482608876068344,33.48260887606834
2026-03-30 14:00:00,29.793000850353813,24.793000850353813,34.79300085035381
2026-03-30 15:00:00,36.549266725953586,31.549266725953586,41.549266725953586
2026-03-30 16:00:00,44.8821588671208,39.8821588671208,49.8821588671208
2026-03-30 17:00:00,48.31600097231216,43.31600097231216,53.31600097231216
2026-03-30 18:00:00,53.28325672586032,48.28325672586032,58.28325672586032
2026-03-30 19:00:00,58.62869064412362,53.62869064412362,63.62869064412362
2026-03-30 20:00:00,57.32027935370238,52.32027935370238,62.32027935370238
2026-03-30 21:00:00,54.09664757398275,49.09664757398275,59.09664757398275
2026-03-30 22:00:00,54.223798242915365,49.223798242915365,59.223798242915365
2026-03-30 23:00:00,54.268729999781264,49.268729999781264,59.268729999781264
2026-03-31 00:00:00,55.45297951027425,50.45297951027425,60.45297951027425
2026-03-31 01:00:00,58.23476758330601,53.23476758330601,63.23476758330601
2026-03-31 02:00:00,60.74261383085384,55.74261383085384,65.74261383085384
2026-03-31 03:00:00,63.534775205738015,58.534775205738015,68.53477520573801
2026-03-31 04:00:00,65.81260103005566,60.81260103005566,70.81260103005566
2026-03-31 05:00:00,66.19521104884936,61.19521104884936,71.19521104884936
2026-03-31 06:00:00,66.38599047796777,61.385990477967766,71.38599047796777
2026-03-31 07:00:00,62.18056510835783,57.18056510835783,67.18056510835783
2026-03-31 08:00:00,52.871549571378644,47.871549571378644,57.871549571378644
2026-03-31 09:00:00,45.05147169093917,40.05147169093917,50.05147169093917
2026-03-31 10:00:00,39.50163130841373,34.50163130841373,44.50163130841373
2026-03-31 11:00:00,33.91580464702428,28.91580464702428,38.91580464702428
2026-03-31 12:00:00,31.027012506493406,26.027012506493406,36.027012506493406
2026-03-31 13:00:00,31.624547906818584,26.624547906818584,36.624547906818584
2026-03-31 14:00:00,34.77392071446969,29.77392071446969,39.77392071446969
2026-03-31 15:00:00,39.110242741120864,34.110242741120864,44.110242741120864
2026-03-31 16:00:00,43.02041218925562,38.02041218925562,48.02041218925562
2026-03-31 17:00:00,47.35181420174267,42.35181420174267,52.35181420174267
2026-03-31 18:00:00,51.93539244880708,46.93539244880708,56.93539244880708
2026-03-31 19:00:00,53.42785439321198,48.42785439321198,58.42785439321198
2026-03-31 20:00:00,52.5477690989816,47.5477690989816,57.5477690989816
2026-03-31 21:00:00,52.39156349351526,47.39156349351526,57.39156349351526
2026-03-31 22:00:00,52.496098170254704,47.496098170254704,57.496098170254704
2026-03-31 23:00:00,52.79969478496524,47.79969478496524,57.79969478496524
2026-04-01 00:00:00,54.64337177522407,49.64337177522407,59.64337177522407
2026-04-01 01:00:00,57.264392793288344,52.264392793288344,62.264392793288344
2026-04-01 02:00:00,59.66619637655279,54.66619637655279,64.66619637655279
2026-04-01 03:00:00,61.579596241405696,56.579596241405696,66.5795962414057
2026-04-01 04:00:00,62.64429760300926,57.64429760300926,67.64429760300925
2026-04-01 05:00:00,62.83846213681444,57.83846213681444,67.83846213681444
2026-04-01 06:00:00,60.802195153448956,55.802195153448956,65.80219515344896
2026-04-01 07:00:00,55.73761178804928,50.73761178804928,60.73761178804928
2026-04-01 08:00:00,49.931520331132624,44.931520331132624,54.931520331132624
2026-04-01 09:00:00,44.717277701175,39.717277701175,49.717277701175
2026-04-01 10:00:00,39.56802815135467,34.56802815135467,44.56802815135467
2026-04-01 11:00:00,35.83528132384093,30.83528132384093,40.83528132384093
2026-04-01 12:00:00,34.877494799518104,29.877494799518104,39.877494799518104
